"","tip","cites"
"903","Asthenes luizae",0
"904","Asthenes maculicauda",0
"905","Asthenes modesta",0
"906","Asthenes ottonis",0
"907","Asthenes patagonica",0
"908","Asthenes pudibunda",0
"909","Asthenes pyrrholeuca",0
"910","Asthenes sclateri",0
"911","Asthenes steinbachi",0
"912","Asthenes urubambensis",0
"913","Asthenes virgata",0
"914","Asthenes wyatti",0
"915","Astrapia mayeri",0
"916","Astrapia nigra",0
"917","Astrapia rothschildi",0
"918","Astrapia splendidissima",0
"919","Astrapia stephaniae",0
"920","Atalotriccus pilaris",0
"921","Atelornis crossleyi",2
"922","Atelornis pittoides",1
"923","Athene brama",18
"924","Athene cunicularia",36
"925","Athene noctua",52
"926","Atlantisia rogersi",1
"927","Atlapetes albiceps",0
"928","Atlapetes albinucha",0
"929","Atlapetes albofrenatus",0
"930","Atlapetes canigenis",0
"931","Atlapetes citrinellus",0
"932","Atlapetes flaviceps",0
"933","Atlapetes forbesi",0
"934","Atlapetes fulviceps",0
"935","Atlapetes fuscoolivaceus",0
"936","Atlapetes latinuchus",0
"937","Atlapetes leucopis",0
"938","Atlapetes leucopterus",0
"939","Atlapetes melanocephalus",0
"940","Atlapetes melanolaemus",0
"941","Atlapetes melanopsis",0
"942","Atlapetes nationi",0
"943","Atlapetes pallidiceps",0
"944","Atlapetes pallidinucha",0
"945","Atlapetes personatus",0
"946","Atlapetes pileatus",0
"947","Atlapetes rufigenis",0
"948","Atlapetes rufinucha",0
"949","Atlapetes schistaceus",0
"950","Atlapetes seebohmi",0
"951","Atlapetes semirufus",0
"952","Atlapetes terborghi",0
"953","Atlapetes tricolor",0
"954","Atrichornis clamosus",0
"955","Atrichornis rufescens",0
"956","Attagis gayi",0
"957","Attagis malouinus",1
"958","Atthis ellioti",0
"959","Atthis heloisa",0
"960","Atticora fasciata",0
"961","Atticora melanoleuca",0
"962","Attila bolivianus",0
"963","Attila cinnamomeus",0
"964","Attila citriniventris",0
"965","Attila phoenicurus",0
"966","Attila rufus",1
"967","Attila spadiceus",0
"968","Attila torridus",0
"969","Augastes lumachella",0
"970","Augastes scutatus",0
"971","Aulacorhynchus coeruleicinctis",0
"972","Aulacorhynchus derbianus",0
"973","Aulacorhynchus haematopygus",0
"974","Aulacorhynchus huallagae",0
"975","Aulacorhynchus prasinus",0
"976","Aulacorhynchus sulcatus",0
"977","Auriparus flaviceps",4
"978","Automolus infuscatus",1
"979","Automolus leucophthalmus",0
"980","Automolus melanopezus",0
"981","Automolus ochrolaemus",1
"982","Automolus rubiginosus",0
"983","Automolus rufipileatus",0
"984","Aviceda cuculoides",0
"985","Aviceda jerdoni",0
"986","Aviceda leuphotes",0
"987","Aviceda madagascariensis",0
"988","Aviceda subcristata",0
"989","Avocettula recurvirostris",0
"990","Aythya affinis",43
"991","Aythya americana",17
"992","Aythya australis",0
"993","Aythya baeri",4
"994","Aythya collaris",12
"995","Aythya ferina",15
"996","Aythya fuligula",48
"997","Aythya innotata",0
"998","Aythya marila",25
"999","Aythya novaeseelandiae",0
"1000","Aythya nyroca",4
"1001","Aythya valisineria",23
"1002","Babax koslowi",0
"1003","Babax lanceolatus",1
"1004","Babax waddelli",0
"1005","Baeolophus atricristatus",1
"1006","Baeolophus bicolor",10
"1007","Baeolophus inornatus",0
"1008","Baeolophus ridgwayi",0
"1009","Baeolophus wollweberi",0
"1010","Baeopogon clamans",0
"1011","Baeopogon indicator",0
"1012","Balaeniceps rex",2
"1013","Balearica pavonina",1
"1014","Balearica regulorum",4
"1015","Bambusicola fytchii",1
"1016","Bambusicola thoracicus",1
"1017","Bangsia arcaei",0
"1018","Bangsia aureocincta",0
"1019","Bangsia edwardsi",0
"1020","Bangsia melanochlamys",0
"1021","Bangsia rothschildi",0
"1022","Barnardius zonarius",1
"1023","Bartramia longicauda",3
"1024","Baryphthengus martii",0
"1025","Baryphthengus ruficapillus",1
"1026","Basileuterus basilicus",1
"1027","Basileuterus belli",0
"1028","Basileuterus bivittatus",0
"1029","Basileuterus chlorophrys",0
"1030","Basileuterus chrysogaster",0
"1031","Basileuterus cinereicollis",0
"1032","Basileuterus conspicillatus",0
"1033","Basileuterus coronatus",0
"1034","Basileuterus culicivorus",4
"1035","Basileuterus flaveolus",0
"1036","Basileuterus fraseri",0
"1037","Basileuterus griseiceps",0
"1038","Basileuterus hypoleucus",0
"1039","Basileuterus ignotus",0
"1040","Basileuterus leucoblepharus",3
"1041","Basileuterus leucophrys",0
"1042","Basileuterus luteoviridis",0
"1043","Basileuterus melanogenys",0
"1044","Basileuterus nigrocristatus",0
"1045","Basileuterus rufifrons",2
"1046","Basileuterus signatus",0
"1047","Basileuterus trifasciatus",1
"1048","Basileuterus tristriatus",1
"1049","Basilornis celebensis",0
"1050","Basilornis corythaix",0
"1051","Basilornis galeatus",0
"1052","Basilornis mirandus",0
"1053","Batara cinerea",1
"1054","Bathmocercus cerviniventris",0
"1055","Bathmocercus rufus",0
"1056","Bathmocercus winifredae",0
"1057","Batis capensis",0
"1058","Batis crypta",0
"1059","Batis diops",0
"1060","Batis fratrum",0
"1061","Batis ituriensis",0
"1062","Batis margaritae",0
"1063","Batis minima",0
"1064","Batis minor",0
"1065","Batis minulla",0
"1066","Batis mixta",0
"1067","Batis molitor",0
"1068","Batis occulta",0
"1069","Batis orientalis",0
"1070","Batis perkeo",0
"1071","Batis poensis",0
"1072","Batis pririt",0
"1073","Batis senegalensis",0
"1074","Batis soror",0
"1075","Batrachostomus affinis",0
"1076","Batrachostomus auritus",0
"1077","Batrachostomus cornutus",0
"1078","Batrachostomus harterti",0
"1079","Batrachostomus hodgsoni",0
"1080","Batrachostomus javensis",0
"1081","Batrachostomus mixtus",0
"1082","Batrachostomus moniliger",0
"1083","Batrachostomus poliolophus",0
"1084","Batrachostomus septimus",0
"1085","Batrachostomus stellatus",0
"1086","Berlepschia rikeri",0
"1087","Bernieria apperti",0
"1088","Bernieria cinereiceps",0
"1089","Bernieria madagascariensis",0
"1090","Bernieria tenebrosa",0
"1091","Bernieria zosterops",0
"1092","Bias musicus",0
"1093","Biatas nigropectus",0
"1094","Biziura lobata",2
"1095","Bleda canicapillus",0
"1096","Bleda eximius",0
"1097","Bleda notatus",0
"1098","Bleda syndactylus",0
"1099","Blythipicus pyrrhotis",0
"1100","Blythipicus rubiginosus",0
"1101","Boissonneaua flavescens",1
"1102","Boissonneaua jardini",0
"1103","Boissonneaua matthewsii",0
"1104","Bolbopsittacus lunulatus",0
"1105","Bolborhynchus ferrugineifrons",0
"1106","Bolborhynchus lineola",1
"1107","Bolborhynchus orbygnesius",0
"1108","Bombycilla cedrorum",11
"1109","Bombycilla garrulus",3
"1110","Bombycilla japonica",1
"1111","Bonasa bonasia",7
"1112","Bonasa sewerzowi",0
"1113","Bonasa umbellus",37
"1114","Bostrychia bocagei",0
"1115","Bostrychia carunculata",0
"1116","Bostrychia hagedash",0
"1117","Bostrychia olivacea",0
"1118","Bostrychia rara",0
"1119","Botaurus lentiginosus",1
"1120","Botaurus pinnatus",0
"1121","Botaurus poiciloptilus",1
"1122","Botaurus stellaris",1
"1123","Bowdleria punctata",0
"1124","Brachycope anomala",0
"1125","Brachygalba albogularis",0
"1126","Brachygalba goeringi",0
"1127","Brachygalba lugubris",0
"1128","Brachygalba salmoni",0
"1129","Brachypteracias leptosomus",0
"1130","Brachypteracias squamiger",0
"1131","Brachypteryx hyperythra",0
"1132","Brachypteryx leucophrys",0
"1133","Brachypteryx montana",1
"1134","Brachypteryx stellata",0
"1135","Brachyramphus brevirostris",6
"1136","Brachyramphus marmoratus",20
"1137","Brachyramphus perdix",0
"1138","Bradornis infuscatus",0
"1139","Bradornis mariquensis",0
"1140","Bradornis microrhynchus",0
"1141","Bradornis pallidus",0
"1142","Bradypterus accentor",0
"1143","Bradypterus alfredi",0
"1144","Bradypterus alishanensis",0
"1145","Bradypterus baboecala",0
"1146","Bradypterus bangwaensis",0
"1147","Bradypterus barratti",0
"1148","Bradypterus carpalis",0
"1149","Bradypterus castaneus",0
"1150","Bradypterus caudatus",0
"1151","Bradypterus cinnamomeus",0
"1152","Bradypterus davidi",0
"1153","Bradypterus grandis",0
"1154","Bradypterus graueri",0
"1155","Bradypterus lopezi",0
"1156","Bradypterus luteoventris",0
"1157","Bradypterus major",0
"1158","Bradypterus mandelli",0
"1159","Bradypterus montis",0
"1160","Bradypterus palliseri",0
"1161","Bradypterus seebohmi",0
"1162","Bradypterus sylvaticus",0
"1163","Bradypterus tacsanowskius",0
"1164","Bradypterus thoracicus",0
"1165","Bradypterus timorensis",0
"1166","Bradypterus victorini",0
"1167","Branta bernicla",26
"1168","Branta canadensis",179
"1169","Branta hutchinsii",5
"1170","Branta leucopsis",83
"1171","Branta ruficollis",3
"1172","Branta sandvicensis",10
"1173","Brotogeris chiriri",1
"1174","Brotogeris chrysoptera",0
"1175","Brotogeris cyanoptera",0
"1176","Brotogeris jugularis",0
"1177","Brotogeris pyrrhoptera",0
"1178","Brotogeris sanctithomae",1
"1179","Brotogeris tirica",0
"1180","Brotogeris versicolurus",1
"1181","Bubalornis albirostris",0
"1182","Bubalornis niger",0
"1183","Bubo africanus",2
"1184","Bubo ascalaphus",0
"1185","Bubo bengalensis",1
"1186","Bubo bubo",34
"1187","Bubo capensis",2
"1188","Bubo cinerascens",0
"1189","Bubo coromandus",0
"1190","Bubo lacteus",0
"1191","Bubo leucostictus",0
"1192","Bubo magellanicus",0
"1193","Bubo nipalensis",0
"1194","Bubo philippensis",0
"1195","Bubo poensis",0
"1196","Bubo scandiaca",3
"1197","Bubo shelleyi",0
"1198","Bubo sumatranus",1
"1199","Bubo virginianus",72
"1200","Bubo vosseleri",0
"1201","Bubulcus ibis",85
"1202","Bucanetes githagineus",2
"1203","Buccanodon duchaillui",0
"1204","Bucco capensis",0
"1205","Bucco macrodactylus",0
"1206","Bucco noanamae",0
"1207","Bucco tamatia",0
"1208","Bucephala albeola",10
"1209","Bucephala clangula",22
"1210","Bucephala islandica",11
"1211","Buceros bicornis",8
"1212","Buceros hydrocorax",1
"1213","Buceros rhinoceros",2
"1214","Bucorvus abyssinicus",0
"1215","Bucorvus cafer",0
"1216","Buettikoferella bivittata",0
"1217","Bulweria bulwerii",11
"1218","Bulweria fallax",0
"1219","Buphagus africanus",3
"1220","Buphagus erythrorhynchus",6
"1221","Burhinus bistriatus",0
"1222","Burhinus capensis",1
"1223","Burhinus grallarius",0
"1224","Burhinus oedicnemus",1
"1225","Burhinus senegalensis",0
"1226","Burhinus superciliaris",0
"1227","Burhinus vermiculatus",0
"1228","Busarellus nigricollis",0
"1229","Butastur indicus",4
"1230","Butastur liventer",2
"1231","Butastur rufipennis",0
"1232","Butastur teesa",0
"1233","Buteo albicaudatus",0
"1234","Buteo albigula",0
"1235","Buteo albonotatus",0
"1236","Buteo archeri",0
"1237","Buteo augur",1
"1238","Buteo auguralis",0
"1239","Buteo brachypterus",0
"1240","Buteo brachyurus",0
"1241","Buteo buteo",140
"1242","Buteo galapagoensis",13
"1243","Buteo hemilasius",3
"1244","Buteo jamaicensis",163
"1245","Buteo lagopus",8
"1246","Buteo leucorrhous",0
"1247","Buteo lineatus",22
"1248","Buteo magnirostris",2
"1249","Buteo nitidus",0
"1250","Buteo oreophilus",0
"1251","Buteo platypterus",8
"1252","Buteo polyosoma",0
"1253","Buteo regalis",12
"1254","Buteo ridgwayi",0
"1255","Buteo rufinus",14
"1256","Buteo rufofuscus",1
"1257","Buteo solitarius",1
"1258","Buteo swainsoni",26
"1259","Buteo ventralis",0
"1260","Buteogallus aequinoctialis",1
"1261","Buteogallus anthracinus",0
"1262","Buteogallus gundlachii",1
"1263","Buteogallus meridionalis",2
"1264","Buteogallus urubitinga",1
"1265","Buthraupis aureodorsalis",0
"1266","Buthraupis eximia",0
"1267","Buthraupis montana",0
"1268","Buthraupis wetmorei",0
"1269","Butorides striata",1
"1270","Butorides virescens",10
"1271","Bycanistes albotibialis",0
"1272","Bycanistes brevis",0
"1273","Bycanistes bucinator",2
"1274","Bycanistes cylindricus",0
"1275","Bycanistes fistulator",0
"1276","Bycanistes subcylindricus",0
"1277","Cacatua alba",2
"1278","Cacatua ducorpsii",0
"1279","Cacatua galerita",38
"1280","Cacatua goffiniana",2
"1281","Cacatua haematuropygia",0
"1282","Cacatua leadbeateri",3
"1283","Cacatua moluccensis",4
"1284","Cacatua ophthalmica",0
"1285","Cacatua pastinator",0
"1286","Cacatua roseicapilla",9
"1287","Cacatua sanguinea",2
"1288","Cacatua sulphurea",2
"1289","Cacatua tenuirostris",3
"1290","Cacicus cela",0
"1291","Cacicus chrysonotus",0
"1292","Cacicus chrysopterus",0
"1293","Cacicus haemorrhous",1
"1294","Cacicus koepckeae",0
"1295","Cacicus leucoramphus",0
"1296","Cacicus melanicterus",0
"1297","Cacicus microrhynchus",0
"1298","Cacicus sclateri",0
"1299","Cacicus solitarius",0
"1300","Cacicus uropygialis",0
"1301","Cacomantis castaneiventris",0
"1302","Cacomantis flabelliformis",1
"1303","Cacomantis heinrichi",0
"1304","Cacomantis merulinus",3
"1305","Cacomantis passerinus",0
"1306","Cacomantis sepulcralis",0
"1307","Cacomantis sonneratii",1
"1308","Cacomantis variolosus",2
"1309","Cairina moschata",192
"1310","Cairina scutulata",3
"1311","Calamanthus campestris",0
"1312","Calamanthus fuliginosus",0
"1313","Calamospiza melanocorys",6
"1314","Calandrella acutirostris",0
"1315","Calandrella brachydactyla",1
"1316","Calandrella cheleensis",3
"1317","Calandrella cinerea",3
"1318","Calandrella raytal",0
"1319","Calandrella rufescens",1
"1320","Calandrella somalica",0
"1321","Calcarius lapponicus",20
"1322","Calcarius mccownii",2
"1323","Calcarius ornatus",7
"1324","Calcarius pictus",1
"1325","Calicalicus madagascariensis",0
"1326","Calicalicus rufocarpalis",0
"1327","Calidris acuminata",2
"1328","Calidris alba",31
"1329","Calidris alpina",54
"1330","Calidris bairdii",2
"1331","Calidris canutus",62
"1332","Calidris ferruginea",6
"1333","Calidris fuscicollis",9
"1334","Calidris himantopus",2
"1335","Calidris maritima",3
"1336","Calidris mauri",40
"1337","Calidris melanotos",10
"1338","Calidris minuta",6
"1339","Calidris minutilla",6
"1340","Calidris ptilocnemis",2
"1341","Calidris pusilla",43
"1342","Calidris ruficollis",13
"1343","Calidris subminuta",0
"1344","Calidris temminckii",2
"1345","Calidris tenuirostris",6
"1346","Caliechthrus leucolophus",0
"1347","Callacanthis burtoni",0
"1348","Callaeas cinereus",2
"1349","Callipepla californica",18
"1350","Callipepla douglasii",0
"1351","Callipepla gambelii",17
"1352","Callipepla squamata",22
"1353","Calliphlox amethystina",0
"1354","Calliphlox bryantae",0
"1355","Calliphlox evelynae",0
"1356","Calliphlox mitchellii",0
"1357","Callocephalon fimbriatum",5
"1358","Callonetta leucophrys",2
"1359","Calochaetes coccineus",0
"1360","Calocitta colliei",1
"1361","Calocitta formosa",1
"1362","Caloenas nicobarica",2
"1363","Calonectris diomedea",48
"1364","Calonectris edwardsii",9
"1365","Calonectris leucomelas",12
"1366","Caloperdix oculeus",0
"1367","Calorhamphus fuliginosus",0
"1368","Calothorax lucifer",1
"1369","Calothorax pulcher",0
"1370","Calypte anna",51
"1371","Calypte costae",6
"1372","Calyptocichla serina",0
"1373","Calyptomena hosii",0
"1374","Calyptomena viridis",0
"1375","Calyptomena whiteheadi",0
"1376","Calyptophilus frugivorus",0
"1377","Calyptophilus tertius",1
"1378","Calyptorhynchus banksii",7
"1379","Calyptorhynchus baudinii",0
"1380","Calyptorhynchus funereus",3
"1381","Calyptorhynchus lathami",2
"1382","Calyptorhynchus latirostris",0
"1383","Calyptura cristata",0
"1384","Camarhynchus heliobates",3
"1385","Camarhynchus pallidus",0
"1386","Camarhynchus parvulus",12
"1387","Camarhynchus pauper",4
"1388","Camarhynchus psittacula",1
"1389","Camaroptera brachyura",0
"1390","Camaroptera chloronota",0
"1391","Camaroptera fasciolata",0
"1392","Camaroptera simplex",0
"1393","Camaroptera superciliaris",0
"1394","Camaroptera undosa",0
"1395","Campephaga flava",0
"1396","Campephaga lobata",0
"1397","Campephaga oriolina",0
"1398","Campephaga petiti",0
"1399","Campephaga phoenicea",0
"1400","Campephaga quiscalina",0
"1401","Campephilus gayaquilensis",0
"1402","Campephilus guatemalensis",1
"1403","Campephilus haematogaster",0
"1404","Campephilus imperialis",1
"1405","Campephilus leucopogon",0
"1406","Campephilus magellanicus",4
"1407","Campephilus melanoleucos",0
"1408","Campephilus pollens",0
"1409","Campephilus principalis",13
"1410","Campephilus robustus",0
"1411","Campephilus rubricollis",0
"1412","Campethera abingoni",0
"1413","Campethera bennettii",0
"1414","Campethera cailliautii",0
"1415","Campethera caroli",0
"1416","Campethera maculosa",0
"1417","Campethera mombassica",0
"1418","Campethera nivosa",1
"1419","Campethera notata",0
"1420","Campethera nubica",0
"1421","Campethera punctuligera",0
"1422","Campethera scriptoricauda",0
"1423","Campethera tullbergi",0
"1424","Campochaera sloetii",0
"1425","Camptostoma imberbe",0
"1426","Camptostoma obsoletum",0
"1427","Campylopterus curvipennis",1
"1428","Campylopterus duidae",0
"1429","Campylopterus ensipennis",0
"1430","Campylopterus excellens",0
"1431","Campylopterus falcatus",0
"1432","Campylopterus hemileucurus",0
"1433","Campylopterus hyperythrus",0
"1434","Campylopterus largipennis",0
"1435","Campylopterus phainopeplus",0
"1436","Campylopterus rufus",0
"1437","Campylopterus villaviscensio",0
"1438","Campylorhamphus falcularius",0
"1439","Campylorhamphus procurvoides",0
"1440","Campylorhamphus pucherani",0
"1441","Campylorhamphus pusillus",0
"1442","Campylorhamphus trochilirostris",0
"1443","Campylorhynchus albobrunneus",0
"1444","Campylorhynchus brunneicapillus",3
"1445","Campylorhynchus chiapensis",0
"1446","Campylorhynchus fasciatus",0
"1447","Campylorhynchus griseus",0
"1448","Campylorhynchus gularis",0
"1449","Campylorhynchus jocosus",0
"1450","Campylorhynchus megalopterus",0
"1451","Campylorhynchus nuchalis",1
"1452","Campylorhynchus rufinucha",1
"1453","Campylorhynchus turdinus",0
"1454","Campylorhynchus yucatanicus",0
"1455","Campylorhynchus zonatus",0
"1456","Canirallus kioloides",0
"1457","Canirallus oculeus",0
"1458","Capito auratus",0
"1459","Capito aurovirens",0
"1460","Capito brunneipectus",0
"1461","Capito dayi",0
"1462","Capito hypoleucus",0
"1463","Capito maculicoronatus",0
"1464","Capito niger",0
"1465","Capito quinticolor",0
"1466","Capito squamatus",0
"1467","Capito wallacei",0
"1468","Caprimulgus aegyptius",0
"1469","Caprimulgus affinis",0
"1470","Caprimulgus anthonyi",0
"1471","Caprimulgus asiaticus",0
"1472","Caprimulgus atripennis",0
"1473","Caprimulgus badius",0
"1474","Caprimulgus batesi",0
"1475","Caprimulgus binotatus",0
"1476","Caprimulgus carolinensis",0
"1477","Caprimulgus cayennensis",0
"1478","Caprimulgus celebensis",0
"1479","Caprimulgus centralasicus",0
"1480","Caprimulgus clarus",0
"1481","Caprimulgus climacurus",0
"1482","Caprimulgus concretus",0
"1483","Caprimulgus cubanensis",0
"1484","Caprimulgus donaldsoni",0
"1485","Caprimulgus ekmani",0
"1486","Caprimulgus enarratus",0
"1487","Caprimulgus europaeus",1
"1488","Caprimulgus eximius",0
"1489","Caprimulgus fossii",0
"1490","Caprimulgus fraenatus",0
"1491","Caprimulgus heterurus",0
"1492","Caprimulgus hirundinaceus",0
