"","species","id","order","family","genus","Pr","Jetz.species","match"
"750","Aptenodytes patagonicus","APTPAT01_Aptenodytes patagonicus","Sphenisciformes","Spheniscidae","Aptenodytes",0,"Aptenodytes_patagonicus","yes"
"752","Apteryx australis","GRW06_Apteryx australis","Apterygiformes","Apterygidae","Apteryx",0,"Apteryx_australis","yes"
"753","Apteryx haastii","LINN1_Apteryx haastii","Apterygiformes","Apterygidae","Apteryx",0,"Apteryx_haastii","yes"
"754","Aquila chrysaetos","ZEMAC01_Aquila chrysaetos","Falconiformes","Accipitridae","Aquila",0,NA,NA
"755","Aquila heliaca","CIAE02_Aquila heliaca","Falconiformes","Accipitridae","Aquila",0,NA,NA
"756","Ara chloropterus","TROAED19_Ara chloropterus","Psittaciformes","Psittacidae","Ara",0,NA,NA
"757","Arachnothera longirostra","ALMOR06_Arachnothera longirostra","Passeriformes","Nectariniidae","Arachnothera",0,NA,NA
"759","Arachnothera magna","ARAMAG01_Arachnothera magna","Passeriformes","Nectariniidae","Arachnothera",0,"Arachnothera_magna","yes"
"760","Aramides cajanea","ARACAJ01_Aramides cajanea","Gruiformes","Rallidae","Aramides",0,"Aramides_cajanea","yes"
"761","Aratinga jandaya","ARAJAN01_Aratinga jandaya","Psittaciformes","Psittacidae","Aratinga",0,"Aratinga_jandaya","yes"
"762","Aratinga pertinax","ARAPER01_Aratinga pertinax","Psittaciformes","Psittacidae","Aratinga",0,"Aratinga_pertinax","yes"
"763","Ardea alba","ARDALB01_Ardea alba","Ciconiiformes","Ardeidae","Ardea",0,"Casmerodius_albus","no"
"765","Ardea cinerea","SW2_Ardea cinerea","Ciconiiformes","Ardeidae","Ardea",0,"Ardea_cinerea","yes"
"769","Ardea cocoi","MYCAME02_Ardea cocoi","Ciconiiformes","Ardeidae","Ardea",0,NA,NA
"770","Ardea herodias","GRW06_Ardea herodias","Ciconiiformes","Ardeidae","Ardea",0,"Ardea_herodias","yes"
"771","Ardea melanocephala","QUERY01_Ardea melanocephala","Ciconiiformes","Ardeidae","Ardea",0,"Ardea_melanocephala","yes"
"772","Arenaria interpres","RHIALB02_Arenaria interpres","Charadriiformes","Scolopacidae","Arenaria",0,NA,NA
"775","Arizelocichla tephrolaema","TUROLI06_Arizelocichla tephrolaema","Passeriformes","Pycnonotidae","Arizelocichla",0,"Andropadus_tephrolaemus","no"
"778","Arremon aurantiirostris","EUXAN01_Arremon aurantiirostris","Passeriformes","Fringillidae","Arremon",0,NA,NA
"779","Arremon flavirostris","ARRFLA01_Arremon flavirostris","Passeriformes","Fringillidae","Arremon",0,NA,NA
"783","Arremon schlegeli","TROAED02_Arremon schlegeli","Passeriformes","Fringillidae","Arremon",0,NA,NA
"784","Arremon taciturnus","ARRTAC01_Arremon taciturnus","Passeriformes","Fringillidae","Arremon",0,"Arremon_taciturnus","yes"
"795","Arses kaupi","MONTRI01_Arses kaupi","Passeriformes","Monarchidae","Arses",0,"Arses_kaupi","yes"
"796","Arses telescopthalmus","MONGUT02_Arses telescopthalmus","Passeriformes","Monarchidae","Arses",0,"Arses_telescophthalmus","no"
"797","Asio flammeus","ASIFLA01_Asio flammeus","Strigiformes","Strigidae","Asio",0,NA,NA
"800","Asio otus","ASOT2_Asio otus","Strigiformes","Strigidae","Asio",0,"Asio_otus","yes"
"815","Asio stygius","ASSTY01_Asio stygius","Strigiformes","Strigidae","Asio",0,NA,NA
"816","Asthenes dorbignyi","PHRPLE01_Asthenes dorbignyi","Passeriformes","Furnariidae","Asthenes",0,NA,NA
"817","Asthenes humilis","ASTHUM01_Asthenes humilis","Passeriformes","Furnariidae","Asthenes",0,NA,NA
"818","Asthenes pyrrholeuca","DIUDIU05_Asthenes pyrrholeuca","Passeriformes","Furnariidae","Asthenes",0,NA,NA
"823","Atelornis crossleyi","ATECRO01_Atelornis crossleyi","Coraciiformes","Brachypteraciidae","Atelornis",0,NA,NA
"824","Atelornis pittoides","ATEPIT01_Atelornis pittoides","Coraciiformes","Brachypteraciidae","Atelornis",0,NA,NA
"825","Athene brama","GLACUC02_Athene brama","Strigiformes","Strigidae","Athene",0,"Athene_brama","yes"
"829","Athene cunicularia","DENFUL02_Athene cunicularia","Strigiformes","Strigidae","Athene",0,NA,NA
"830","Athene noctua","SGS1_Athene noctua","Strigiformes","Strigidae","Athene",1,"Athene_noctua","yes"
"840","Atlapetes albinucha","ATALB01_Atlapetes albinucha","Passeriformes","Fringillidae","Atlapetes",0,"Atlapetes_albinucha","yes"
"845","Atlapetes latinuchus","CONSIT01_Atlapetes latinuchus","Passeriformes","Fringillidae","Atlapetes",0,NA,NA
"855","Atlapetes melanocephalus","ARBRU02_Atlapetes melanocephalus","Passeriformes","Fringillidae","Atlapetes",0,"Atlapetes_melanocephalus","yes"
"859","Atlapetes pallidinucha","ATPAL02_Atlapetes pallidinucha","Passeriformes","Fringillidae","Atlapetes",0,"Atlapetes_pallidinucha","yes"
"860","Atlapetes pileatus","ATLPIL01_Atlapetes pileatus","Passeriformes","Fringillidae","Atlapetes",0,NA,NA
"865","Atlapetes rufinucha","ARRTOR05_Atlapetes rufinucha","Passeriformes","Fringillidae","Atlapetes",0,NA,NA
"868","Atlapetes schistaceus","TROAED02_Atlapetes schistaceus","Passeriformes","Fringillidae","Atlapetes",0,NA,NA
"871","Atlapetes seebohmi","GEOFRE01_Atlapetes seebohmi","Passeriformes","Fringillidae","Atlapetes",0,NA,NA
"875","Attila cinnamomeus","ATTCIN01_Attila cinnamomeus","Passeriformes","Tyrannidae","Attila",0,"Attila_cinnamomeus","yes"
"876","Attila spadiceus","AUTPAR01_Attila spadiceus","Passeriformes","Tyrannidae","Attila",0,"Attila_spadiceus","yes"
"877","Aulacorhynchus prasinus","AULPRA02_Aulacorhynchus prasinus","Piciformes","Ramphastidae","Aulacorhynchus",0,NA,NA
"880","Automolus infuscatus","PADOM17_Automolus infuscatus","Passeriformes","Furnariidae","Automolus",0,"Automolus_infuscatus","yes"
"888","Automolus ochrolaemus","AUTOCH05_Automolus ochrolaemus","Passeriformes","Furnariidae","Automolus",0,"Automolus_ochrolaemus","yes"
"897","Automolus paraensis","AUTPAR01_Automolus paraensis","Passeriformes","Furnariidae","Automolus",0,"Automolus_infuscatus","no"
"898","Automolus rubiginosus","PIRFLA07_Automolus rubiginosus","Passeriformes","Furnariidae","Automolus",0,NA,NA
"899","Automolus rufipileatus","AUTOCH03_Automolus rufipileatus","Passeriformes","Furnariidae","Automolus",0,"Automolus_rufipileatus","yes"
"902","Aythya ferina","STVAR04_Aythya ferina","Anseriformes","Anatidae","Aythya",0,NA,NA
"903","Aythya fuligula","TUSW04_Aythya fuligula","Anseriformes","Anatidae","Aythya",0,NA,NA
"904","Aythya marila","BT7_Aythya marila","Anseriformes","Anatidae","Aythya",0,"Aythya_marila","yes"
"906","Babax lanceolatus","GARLAN01_Babax lanceolatus","Passeriformes","Timaliidae","Babax",0,NA,NA
"907","Baeolophus bicolor","BAEBIC07_Baeolophus bicolor","Passeriformes","Paridae","Baeolophus",0,"Baeolophus_bicolor","yes"
"918","Baeolophus ridgwayi","MOLATE01_Baeolophus ridgwayi","Passeriformes","Paridae","Baeolophus",0,"Baeolophus_ridgwayi","yes"
"925","Balearica regulorum","BAREGI04_Balearica regulorum","Gruiformes","Gruidae","Balearica",0,NA,NA
"934","Baryphthengus martii","TROAED20_Baryphthengus martii","Coraciiformes","Momotidae","Baryphthengus",0,NA,NA
"935","Basileuterus basilicus","TROAED02_Basileuterus basilicus","Passeriformes","Parulidae","Basileuterus",0,NA,NA
"936","Basileuterus bivittatus","ZOCAP14_Basileuterus bivittatus","Passeriformes","Parulidae","Basileuterus",0,NA,NA
"937","Basileuterus conspicillatus","TROAED02_Basileuterus conspicillatus","Passeriformes","Parulidae","Basileuterus",0,NA,NA
"939","Basileuterus coronatus","BAEBIC02_Basileuterus coronatus","Passeriformes","Parulidae","Basileuterus",0,"Basileuterus_coronatus","yes"
"940","Basileuterus culicivorus","TACRUB04_Basileuterus culicivorus","Passeriformes","Parulidae","Basileuterus",0,"Basileuterus_culicivorus","yes"
"947","Basileuterus flaveolus","PHPAT01_Basileuterus flaveolus","Passeriformes","Parulidae","Basileuterus",0,"Basileuterus_flaveolus","yes"
"957","Basileuterus fulvicauda","BASFUL01_Basileuterus fulvicauda","Passeriformes","Parulidae","Basileuterus",0,"Phaeothlypis_fulvicauda","no"
"958","Basileuterus hypoleucus","GRW06_Basileuterus hypoleucus","Passeriformes","Parulidae","Basileuterus",0,"Basileuterus_hypoleucus","yes"
"961","Basileuterus leucoblepharus","ICTCAY01_Basileuterus leucoblepharus","Passeriformes","Parulidae","Basileuterus",0,"Basileuterus_leucoblepharus","yes"
"964","Basileuterus luteoviridis","BASLUT02_Basileuterus luteoviridis","Passeriformes","Parulidae","Basileuterus",0,NA,NA
"971","Basileuterus rufifrons","TASCH01_Basileuterus rufifrons","Passeriformes","Parulidae","Basileuterus",0,NA,NA
"972","Basileuterus trifasciatus","PAPOL01_Basileuterus trifasciatus","Passeriformes","Parulidae","Basileuterus",0,"Basileuterus_trifasciatus","yes"
"976","Basileuterus tristriatus","GEOTRI02_Basileuterus tristriatus","Passeriformes","Parulidae","Basileuterus",0,NA,NA
"979","Batis dimorpha","AFR206_Batis dimorpha","Passeriformes","Platysteiridae","Batis",0,"Batis_capensis","no"
"997","Batis mixta","BATMIX01_Batis mixta","Passeriformes","Platysteiridae","Batis",0,"Batis_mixta","yes"
"999","Batis molitor","AFR028_Batis molitor","Passeriformes","Platysteiridae","Batis",0,"Batis_molitor","yes"
"1000","Bernieria madagascariensis","GRW09_Bernieria madagascariensis","Passeriformes","Pycnonotidae","Bernieria",0,"Bernieria_madagascariensis","yes"
"1008","Bleda canicapillus","GRW09_Bleda canicapillus","Passeriformes","Pycnonotidae","Bleda",0,NA,NA
"1009","Bleda eximius","GRW09_Bleda eximius","Passeriformes","Pycnonotidae","Bleda",0,"Bleda_eximius","yes"
"1012","Bleda notatus","ANLAT04_Bleda notatus","Passeriformes","Pycnonotidae","Bleda",0,"Bleda_notatus","yes"
"1014","Bleda syndactylus","BLESY01_Bleda syndactylus","Passeriformes","Pycnonotidae","Bleda",0,"Bleda_syndactylus","yes"
"1019","Boissonneaua matthewsii","TROAED20_Boissonneaua matthewsii","Trochiliformes","Trochilidae","Boissonneaua",0,"Boissonneaua_matthewsii","yes"
"1020","Bolborhynchus lineola","TURDUS2_Bolborhynchus lineola","Psittaciformes","Psittacidae","Bolborhynchus",0,"Bolborhynchus_lineola","yes"
"1021","Bombycilla cedrorum","BOMCED02_Bombycilla cedrorum","Passeriformes","Bombycillidae","Bombycilla",0,NA,NA
"1023","Bombycilla garrulus","BOMGAR01_Bombycilla garrulus","Passeriformes","Bombycillidae","Bombycilla",0,NA,NA
"1024","Bonasa umbellus","BT7_Bonasa umbellus","Galliformes","Phasianidae","Bonasa",0,"Bonasa_umbellus","yes"
"1027","Bostrychia hagedash","BOSHAG02_Bostrychia hagedash","Ciconiiformes","Threskiornithidae","Bostrychia",0,NA,NA
"1028","Botaurus stellaris","SGS1_Botaurus stellaris","Ciconiiformes","Ardeidae","Botaurus",1,"Botaurus_stellaris","yes"
"1030","Brachypteracias leptosomus","BRALEP01_Brachypteracias leptosomus","Coraciiformes","Brachypteraciidae","Brachypteracias",0,NA,NA
"1031","Bradypterus baboecala","PLOVEL01_Bradypterus baboecala","Passeriformes","Sylviidae","Bradypterus",0,"Bradypterus_baboecala","yes"
"1036","Bradypterus cinnamomeus","AFR115_Bradypterus cinnamomeus","Passeriformes","Sylviidae","Bradypterus",0,"Bradypterus_cinnamomeus","yes"
"1041","Buarremon basilicus","POMFER01_Buarremon basilicus","Passeriformes","Fringillidae","Buarremon",0,"Arremon_torquatus","no"
"1043","Buarremon brunneinucha","ZOCAP14_Buarremon brunneinucha","Passeriformes","Fringillidae","Buarremon",0,"Arremon_brunneinucha","no"
"1054","Buarremon torquatus","ARBRU02_Buarremon torquatus","Passeriformes","Fringillidae","Buarremon",0,"Arremon_torquatus","no"
"1065","Bubo bubo","BUBBUB01_Bubo bubo","Strigiformes","Strigidae","Bubo",0,"Bubo_bubo","yes"
"1077","Bubo capensis","BUBCAP01_Bubo capensis","Strigiformes","Strigidae","Bubo",0,NA,NA
"1079","Bubo scandiacus","STRURA03_Bubo scandiacus","Strigiformes","Strigidae","Bubo",0,NA,NA
"1084","Bubo sumatranus","ACCBAD01_Bubo sumatranus","Strigiformes","Strigidae","Bubo",0,NA,NA
"1086","Bubo virginianus","BUVIR04_Bubo virginianus","Strigiformes","Strigidae","Bubo",0,"Bubo_virginianus","yes"
"1099","Bubulcus ibis","GRW06_Bubulcus ibis","Ciconiiformes","Ardeidae","Bubulcus",0,"Bubulcus_ibis","yes"
"1104","Bucco capensis","NYSMAC01_Bucco capensis","Galbuliformes","Bucconidae","Bucco",0,NA,NA
"1105","Bucco macrodactylus","TROAED20_Bucco macrodactylus","Galbuliformes","Bucconidae","Bucco",0,NA,NA
"1107","Bucco tamatia","DENCER02_Bucco tamatia","Galbuliformes","Bucconidae","Bucco",0,NA,NA
"1108","Bucephala clangula","HELLI02_Bucephala clangula","Anseriformes","Anatidae","Bucephala",0,"Bucephala_clangula","yes"
"1110","Butastur indicus","BUTIND01_Butastur indicus","Falconiformes","Accipitridae","Butastur",0,NA,NA
"1113","Butastur liventer","OTUSCO02_Butastur liventer","Falconiformes","Accipitridae","Butastur",0,NA,NA
"1116","Buteo brachyurus","MYCAME02_Buteo brachyurus","Falconiformes","Accipitridae","Buteo",0,"Buteo_brachyurus","yes"
"1117","Buteo buteo","BUBIBI01_Buteo buteo","Falconiformes","Accipitridae","Buteo",0,"Buteo_buteo","yes"
"1143","Buteo hemilasius","BUTHEM01_Buteo hemilasius","Falconiformes","Accipitridae","Buteo",0,NA,NA
"1144","Buteo jamaicensis","BUTJAM02_Buteo jamaicensis","Falconiformes","Accipitridae","Buteo",0,"Buteo_jamaicensis","yes"
"1163","Buteo lagopus","BUTBUT07_Buteo lagopus","Falconiformes","Accipitridae","Buteo",0,"Buteo_lagopus","yes"
"1166","Buteo lineatus","BUTJAM07_Buteo lineatus","Falconiformes","Accipitridae","Buteo",0,"Buteo_lineatus","yes"
"1168","Buteo magnirostris","MYCAME02_Buteo magnirostris","Falconiformes","Accipitridae","Buteo",0,"Buteo_magnirostris","yes"
"1169","Buteo nitidus","BUTNIT01_Buteo nitidus","Falconiformes","Accipitridae","Buteo",0,NA,NA
"1170","Buteo regalis","BUTREG01_Buteo regalis","Falconiformes","Accipitridae","Buteo",0,"Buteo_regalis","yes"
"1171","Buteo rufinus","CIAE02_Buteo rufinus","Falconiformes","Accipitridae","Buteo",0,"Buteo_rufinus","yes"
"1172","Buteogallus urubitinga","PESA01_Buteogallus urubitinga","Falconiformes","Accipitridae","Buteogallus",0,"Buteogallus_urubitinga","yes"
"1173","Buthraupis montana","TROSOL01_Buthraupis montana","Passeriformes","Fringillidae","Buthraupis",0,"Buthraupis_montana","yes"
"1180","Butorides striata","BUTSTR02_Butorides striata","Ciconiiformes","Ardeidae","Butorides",0,"Butorides_striata","yes"
"1183","Cacicus cela","CACEL01_Cacicus cela","Passeriformes","Icteridae","Cacicus",0,"Cacicus_cela","yes"
"1187","Cacicus chrysopterus","DENPET03_Cacicus chrysopterus","Passeriformes","Icteridae","Cacicus",0,NA,NA
"1189","Cacicus haemorrhous","DENPET03_Cacicus haemorrhous","Passeriformes","Icteridae","Cacicus",0,"Cacicus_haemorrhous","yes"
"1190","Cacicus solitarius","DENPET03_Cacicus solitarius","Passeriformes","Icteridae","Cacicus",0,"Cacicus_solitarius","yes"
"1191","Cacicus uropygialis","ANIFLA01_Cacicus uropygialis","Passeriformes","Icteridae","Cacicus",0,NA,NA
"1196","Cairina moschata","CAIMOS01_Cairina moschata","Anseriformes","Anatidae","Cairina",0,NA,NA
"1197","Calamonastes stierlingi","AFR218_Calamonastes stierlingi","Passeriformes","Cisticolidae","Calamonastes",0,"Camaroptera_undosa","no"
"1200","Calicalicus madagascariensis","CALMAD02_Calicalicus madagascariensis","Passeriformes","Vangidae","Calicalicus",0,NA,NA
"1203","Calidris alba","SDLG01_Calidris alba","Charadriiformes","Scolopacidae","Calidris",0,NA,NA
"1204","Calidris canutus","PADOM02_Calidris canutus","Charadriiformes","Scolopacidae","Calidris",0,"Calidris_canutus","yes"
"1205","Calidris fuscicollis","BAFLA02_Calidris fuscicollis","Charadriiformes","Scolopacidae","Calidris",0,"Calidris_fuscicollis","yes"
"1206","Calidris melanotos","PESA01_Calidris melanotos","Charadriiformes","Scolopacidae","Calidris",0,"Calidris_melanotos","yes"
"1209","Calidris minutilla","CALMIN01_Calidris minutilla","Charadriiformes","Scolopacidae","Calidris",0,NA,NA
"1210","Calidris ruficollis","EMSPO06_Calidris ruficollis","Charadriiformes","Scolopacidae","Calidris",0,"Calidris_ruficollis","yes"
"1215","Calidris tenuirostris","FANTAIL01_Calidris tenuirostris","Charadriiformes","Scolopacidae","Calidris",0,NA,NA
"1217","Callaeas cinerea","KOKAKO02_Callaeas cinerea","Passeriformes","Callaeatidae","Callaeas",0,"Callaeas_cinereus","no"
"1219","Callipepla gambelii","COLVIR03_Callipepla gambelii","Galliformes","Odontophoridae","Callipepla",0,NA,NA
"1221","Calonectris leucomelas","SPHUM03_Calonectris leucomelas","Procellariiformes","Procellariidae","Calonectris",0,NA,NA
"1223","Calyptorhynchus funereus","FANTAIL01_Calyptorhynchus funereus","Psittaciformes","Cacatuidae","Calyptorhynchus",0,NA,NA
"1224","Calyptorhynchus lathami","FANTAIL01_Calyptorhynchus lathami","Psittaciformes","Cacatuidae","Calyptorhynchus",0,NA,NA
"1225","Camaroptera brachyura","ALPOL02_Camaroptera brachyura","Passeriformes","Cisticolidae","Camaroptera",0,"Camaroptera_brachyura","yes"
"1232","Camaroptera brevicaudata","GBCAM1_Camaroptera brevicaudata","Passeriformes","Cisticolidae","Camaroptera",0,"Camaroptera_brachyura","no"
"1234","Camaroptera chloronota","CAMCHL01_Camaroptera chloronota","Passeriformes","Cisticolidae","Camaroptera",0,"Camaroptera_chloronota","yes"
"1235","Campephilus rubricollis","CAMRUB02_Campephilus rubricollis","Piciformes","Picidae","Campephilus",0,"Campephilus_rubricollis","yes"
"1238","Campethera abingoni","AFR071_Campethera abingoni","Piciformes","Picidae","Campethera",0,"Campethera_abingoni","yes"
"1240","Campethera nivosa","ACCTAC01_Campethera nivosa","Piciformes","Picidae","Campethera",0,"Campethera_nivosa","yes"
"1241","Camptostoma obsoletum","PADOM11_Camptostoma obsoletum","Passeriformes","Tyrannidae","Camptostoma",0,"Camptostoma_obsoletum","yes"
"1246","Campylopterus largipennis","BAEBIC02_Campylopterus largipennis","Trochiliformes","Trochilidae","Campylopterus",0,NA,NA
"1247","Campylopterus villaviscensio","CAMVIL01_Campylopterus villaviscensio","Trochiliformes","Trochilidae","Campylopterus",0,NA,NA
"1249","Campylorhamphus pusillus","CAMPUS01_Campylorhamphus pusillus","Passeriformes","Dendrocolaptidae","Campylorhamphus",0,NA,NA
"1250","Campylorhamphus trochilirostris","PADOM11_Campylorhamphus trochilirostris","Passeriformes","Dendrocolaptidae","Campylorhamphus",0,NA,NA
"1252","Campylorhynchus fasciatus","ZOCAP14_Campylorhynchus fasciatus","Passeriformes","Certhiidae","Campylorhynchus",0,"Campylorhynchus_fasciatus","yes"
"1261","Campylorhynchus turdinus","MYITYR01_Campylorhynchus turdinus","Passeriformes","Certhiidae","Campylorhynchus",0,"Campylorhynchus_turdinus","yes"
"1262","Campylorhynchus yucatanicus","PADOM09_Campylorhynchus yucatanicus","Passeriformes","Certhiidae","Campylorhynchus",0,"Campylorhynchus_yucatanicus","yes"
"1263","Cantorchilus longirostris","VOLJAC02_Cantorchilus longirostris","Passeriformes","Certhiidae","Cantorchilus",0,NA,NA
"1265","Cantorchilus superciliaris","CANSUP01_Cantorchilus superciliaris","Passeriformes","Certhiidae","Cantorchilus",0,NA,NA
"1267","Caprimulgus longirostris","CAPLON03_Caprimulgus longirostris","Caprimulgiformes","Caprimulgidae","Caprimulgus",0,NA,NA
"1270","Caprimulgus macrurus","COPMAL02_Caprimulgus macrurus","Caprimulgiformes","Caprimulgidae","Caprimulgus",0,"Caprimulgus_macrurus","yes"
"1271","Capsiempis flaveola","ELALB01_Capsiempis flaveola","Passeriformes","Tyrannidae","Capsiempis",0,"Capsiempis_flaveola","yes"
"1272","Caracara plancus","POLPLA01_Caracara plancus","Falconiformes","Falconidae","Caracara",0,"Caracara_plancus","yes"
"1274","Cardellina canadensis","CNEORN01_Cardellina canadensis","Passeriformes","Parulidae","Cardellina",0,NA,NA
"1276","Cardellina pusilla","CB1_Cardellina pusilla","Passeriformes","Parulidae","Cardellina",0,"Wilsonia_pusilla","no"
"1287","Cardinalis cardinalis","DUMCAR17_Cardinalis cardinalis","Passeriformes","Fringillidae","Cardinalis",0,"Cardinalis_cardinalis","yes"
"1308","Carduelis barbata","CARBAR03_Carduelis barbata","Passeriformes","Fringillidae","Carduelis",0,"Carduelis_barbata","yes"
"1321","Carduelis cannabina","SGS1_Carduelis cannabina","Passeriformes","Fringillidae","Carduelis",1,"Carduelis_cannabina","yes"
"1325","Carduelis carduelis","CARCAR04_Carduelis carduelis","Passeriformes","Fringillidae","Carduelis",0,"Carduelis_carduelis","yes"
"1337","Carduelis chloris","CARCHL05_Carduelis chloris","Passeriformes","Fringillidae","Carduelis",0,"Carduelis_chloris","yes"
"1350","Carduelis flammea","SISKIN1_Carduelis flammea","Passeriformes","Fringillidae","Carduelis",0,"Carduelis_flammea","yes"
"1373","Carduelis magellanica","PYERY01_Carduelis magellanica","Passeriformes","Fringillidae","Carduelis",0,"Carduelis_magellanica","yes"
"1376","Carduelis pinus","CB1_Carduelis pinus","Passeriformes","Fringillidae","Carduelis",0,"Carduelis_pinus","yes"
"1379","Carduelis psaltria","COLBF21_Carduelis psaltria","Passeriformes","Fringillidae","Carduelis",0,"Carduelis_psaltria","yes"
"1386","Carduelis spinus","GRW02_Carduelis spinus","Passeriformes","Fringillidae","Carduelis",0,"Carduelis_spinus","yes"
"1392","Carduelis tristis","PADOM11_Carduelis tristis","Passeriformes","Fringillidae","Carduelis",0,NA,NA
"1395","Carpodacus erythrinus","BT8_Carpodacus erythrinus","Passeriformes","Fringillidae","Carpodacus",0,"Carpodacus_erythrinus","yes"
"1418","Carpodacus mexicanus","CARMEX03_Carpodacus mexicanus","Passeriformes","Fringillidae","Carpodacus",0,"Carpodacus_mexicanus","yes"
"1438","Carpodacus pulcherrimus","CARPUL01_Carpodacus pulcherrimus","Passeriformes","Fringillidae","Carpodacus",0,"Carpodacus_pulcherrimus","yes"
"1439","Caryothraustes canadensis","PACPEC02_Caryothraustes canadensis","Passeriformes","Fringillidae","Caryothraustes",0,"Caryothraustes_canadensis","yes"
"1440","Casiornis fuscus","TURUF02_Casiornis fuscus","Passeriformes","Tyrannidae","Casiornis",0,"Casiornis_fuscus","yes"
"1443","Casiornis rufus","CARUF01_Casiornis rufus","Passeriformes","Tyrannidae","Casiornis",0,"Casiornis_rufus","yes"
"1444","Catamblyrhynchus diadema","GEOFRE01_Catamblyrhynchus diadema","Passeriformes","Fringillidae","Catamblyrhynchus",0,NA,NA
"1454","Catamenia analis","ZOCAP17_Catamenia analis","Passeriformes","Fringillidae","Catamenia",0,NA,NA
"1461","Catamenia homochroa","TROAED02_Catamenia homochroa","Passeriformes","Fringillidae","Catamenia",0,NA,NA
"1463","Catamenia inornata","ANIIGN02_Catamenia inornata","Passeriformes","Fringillidae","Catamenia",0,NA,NA
"1466","Cathartes aura","CATAUR01_Cathartes aura","Ciconiiformes","Cathartidae","Cathartes",0,NA,NA
"1468","Catharus aurantiirostris","CATUST03_Catharus aurantiirostris","Passeriformes","Turdidae","Catharus",0,"Catharus_aurantiirostris","yes"
"1470","Catharus dryas","CATUST06_Catharus dryas","Passeriformes","Turdidae","Catharus",0,NA,NA
"1471","Catharus frantzii","CATFRA01_Catharus frantzii","Passeriformes","Turdidae","Catharus",0,NA,NA
"1474","Catharus fuscater","ZOCAP14_Catharus fuscater","Passeriformes","Turdidae","Catharus",0,NA,NA
"1483","Catharus fuscescens","BT7_Catharus fuscescens","Passeriformes","Turdidae","Catharus",0,NA,NA
"1495","Catharus guttatus","ANLAT14_Catharus guttatus","Passeriformes","Turdidae","Catharus",0,"Catharus_guttatus","yes"
"1507","Catharus minimus","POEATR01_Catharus minimus","Passeriformes","Turdidae","Catharus",0,"Catharus_minimus","yes"
"1533","Catharus occidentalis","CATOCC01_Catharus occidentalis","Passeriformes","Turdidae","Catharus",0,NA,NA
"1537","Catharus ustulatus","CATMIN05_Catharus ustulatus","Passeriformes","Turdidae","Catharus",0,"Catharus_ustulatus","yes"
"1589","Catherpes mexicanus","VIRHUT02_Catherpes mexicanus","Passeriformes","Certhiidae","Catherpes",0,NA,NA
"1590","Celeus flavescens","VOLJAC02_Celeus flavescens","Piciformes","Picidae","Celeus",0,"Celeus_flavescens","yes"
"1591","Centropus sinensis","CENSIN01_Centropus sinensis","Cuculiformes","Centropidae","Centropus",0,NA,NA
"1592","Centropus superciliosus","AFR061_Centropus superciliosus","Cuculiformes","Centropidae","Centropus",0,"Centropus_superciliosus","yes"
"1594","Centropus toulou","CENTO01_Centropus toulou","Cuculiformes","Centropidae","Centropus",0,NA,NA
"1595","Ceratogymna atrata","CERATR01_Ceratogymna atrata","Bucerotiformes","Bucerotidae","Ceratogymna",0,"Ceratogymna_atrata","yes"
"1597","Cercomacra cinerascens","CERCIN03_Cercomacra cinerascens","Passeriformes","Formicariidae","Cercomacra",0,"Cercomacra_cinerascens","yes"
"1601","Cercomacra nigrescens","CERNIG01_Cercomacra nigrescens","Passeriformes","Formicariidae","Cercomacra",0,"Cercomacra_nigrescens","yes"
"1605","Cercomacra serva","CERSER02_Cercomacra serva","Passeriformes","Formicariidae","Cercomacra",0,"Cercomacra_serva","yes"
"1607","Cercomela fusca","GRW04_Cercomela fusca","Passeriformes","Muscicapidae","Cercomela",1,"Cercomela_fusca","yes"
"1608","Cercotrichas barbata","COLL11_Cercotrichas barbata","Passeriformes","Muscicapidae","Cercotrichas",0,"Erythropygia_barbata","no"
"1610","Cercotrichas coryphoeus","SGS1_Cercotrichas coryphoeus","Passeriformes","Muscicapidae","Cercotrichas",1,"Erythropygia_coryphaeus","no"
"1611","Cercotrichas galactotes","RTSR1_Cercotrichas galactotes","Passeriformes","Muscicapidae","Cercotrichas",0,"Erythropygia_galactotes","no"
"1614","Cercotrichas leucophrys","PSEGRI01_Cercotrichas leucophrys","Passeriformes","Muscicapidae","Cercotrichas",0,"Erythropygia_leucophrys","no"
"1617","Cercotrichas podobe","SGS1_Cercotrichas podobe","Passeriformes","Muscicapidae","Cercotrichas",1,"Cercotrichas_podobe","yes"
"1621","Cereopsis novaehollandiae","CERNOV01_Cereopsis novaehollandiae","Anseriformes","Anatidae","Cereopsis",0,"Cereopsis_novaehollandiae","yes"
"1622","Certhia brachydactyla","PARUS69_Certhia brachydactyla","Passeriformes","Certhiidae","Certhia",0,"Certhia_brachydactyla","yes"
"1626","Certhia familiaris","PARUS22_Certhia familiaris","Passeriformes","Certhiidae","Certhia",0,"Certhia_familiaris","yes"
"1631","Cettia cetti","SGS1_Cettia cetti","Passeriformes","Sylviidae","Cettia",1,"Cettia_cetti","yes"
"1635","Cettia diphone","HORDIP03_Cettia diphone","Passeriformes","Sylviidae","Cettia",0,NA,NA
"1643","Ceyx lecontei","CELEC01_Ceyx lecontei","Coraciiformes","Alcedinidae","Ceyx",0,"Ceyx_lecontei","yes"
