"","species","id","Lineage_Name","parasiteGenus","order","family","genus","record","Pr","Jetz.species","match"
"9477","Tympanuchus phasianellus","AKGPL13_Tympanuchus phasianellus","AKGPL13","Leucocytozoon","Galliformes","Phasianidae","Tympanuchus",1,0,NA,NA
"9478","Tympanuchus phasianellus","AKGPP02_Tympanuchus phasianellus","AKGPP02","Plasmodium","Galliformes","Phasianidae","Tympanuchus",1,0,NA,NA
"9479","Tympanuchus phasianellus","CYGNUS01_Tympanuchus phasianellus","CYGNUS01","Haemoproteus","Galliformes","Phasianidae","Tympanuchus",1,0,NA,NA
"9480","Tympanuchus phasianellus","LAGLAG03_Tympanuchus phasianellus","LAGLAG03","Leucocytozoon","Galliformes","Phasianidae","Tympanuchus",1,0,NA,NA
"9481","Tyrannus melancholicus","ELFLA01_Tyrannus melancholicus","ELFLA01","Haemoproteus","Passeriformes","Tyrannidae","Tyrannus",1,0,"Tyrannus_melancholicus","yes"
"9482","Tyrannus melancholicus","BAFLA02_Tyrannus melancholicus","BAFLA02","Haemoproteus","Passeriformes","Tyrannidae","Tyrannus",1,0,"Tyrannus_melancholicus","yes"
"9483","Tyrannus melancholicus","PAPOL01_Tyrannus melancholicus","PAPOL01","Haemoproteus","Passeriformes","Tyrannidae","Tyrannus",1,0,"Tyrannus_melancholicus","yes"
"9484","Tyrannus melancholicus","MYISWA01_Tyrannus melancholicus","MYISWA01","Haemoproteus","Passeriformes","Tyrannidae","Tyrannus",1,0,"Tyrannus_melancholicus","yes"
"9485","Tyrannus melancholicus","TYRMEL01_Tyrannus melancholicus","TYRMEL01","Haemoproteus","Passeriformes","Tyrannidae","Tyrannus",1,0,"Tyrannus_melancholicus","yes"
"9486","Tyrannus melancholicus","CYACYA07_Tyrannus melancholicus","CYACYA07","Haemoproteus","Passeriformes","Tyrannidae","Tyrannus",1,0,"Tyrannus_melancholicus","yes"
"9487","Tyrannus melancholicus","PADOM09_Tyrannus melancholicus","PADOM09","Plasmodium","Passeriformes","Tyrannidae","Tyrannus",1,0,"Tyrannus_melancholicus","yes"
"9488","Tyrannus melancholicus","TULEU01_Tyrannus melancholicus","TULEU01","Plasmodium","Passeriformes","Tyrannidae","Tyrannus",1,0,"Tyrannus_melancholicus","yes"
"9489","Tyrannus melancholicus","TURUF02_Tyrannus melancholicus","TURUF02","Haemoproteus","Passeriformes","Tyrannidae","Tyrannus",1,0,"Tyrannus_melancholicus","yes"
"9490","Tyrannus savana","EMPALN02_Tyrannus savana","EMPALN02","Haemoproteus","Passeriformes","Tyrannidae","Tyrannus",1,0,NA,NA
"9491","Tyrannus vociferans","TYRVOC01_Tyrannus vociferans","TYRVOC01","Haemoproteus","Passeriformes","Tyrannidae","Tyrannus",1,0,"Tyrannus_vociferans","yes"
"9492","Tyrannus vociferans","TYRVOC03_Tyrannus vociferans","TYRVOC03","Haemoproteus","Passeriformes","Tyrannidae","Tyrannus",1,0,"Tyrannus_vociferans","yes"
"9493","Tyrannus vociferans","LAIRI01_Tyrannus vociferans","LAIRI01","Plasmodium","Passeriformes","Tyrannidae","Tyrannus",1,0,"Tyrannus_vociferans","yes"
"9494","Tyrannus vociferans","SPIPAS02_Tyrannus vociferans","SPIPAS02","Haemoproteus","Passeriformes","Tyrannidae","Tyrannus",1,0,"Tyrannus_vociferans","yes"
"9495","Tyto alba","BNOW01_Tyto alba","BNOW01","Haemoproteus","Strigiformes","Tytonidae","Tyto",1,0,"Tyto_alba","yes"
"9496","Tyto alba","CIAE02_Tyto alba","CIAE02","Leucocytozoon","Strigiformes","Tytonidae","Tyto",1,0,"Tyto_alba","yes"
"9497","Tyto alba","CHRKLA02_Tyto alba","CHRKLA02","Leucocytozoon","Strigiformes","Tytonidae","Tyto",1,0,"Tyto_alba","yes"
"9498","Tyto alba","TYTAL7_Tyto alba","TYTAL7","Haemoproteus","Strigiformes","Tytonidae","Tyto",1,0,"Tyto_alba","yes"
"9499","Tyto alba","BNOW04_Tyto alba","BNOW04","Leucocytozoon","Strigiformes","Tytonidae","Tyto",1,0,"Tyto_alba","yes"
"9500","Tyto alba","TYTAL6_Tyto alba","TYTAL6","Haemoproteus","Strigiformes","Tytonidae","Tyto",4,0,"Tyto_alba","yes"
"9501","Tyto alba","SEIAUR01_Tyto alba","SEIAUR01","Plasmodium","Strigiformes","Tytonidae","Tyto",1,0,"Tyto_alba","yes"
"9502","Tyto alba","BNOW02_Tyto alba","BNOW02","Haemoproteus","Strigiformes","Tytonidae","Tyto",1,0,"Tyto_alba","yes"
"9503","Tyto alba","BNOW03_Tyto alba","BNOW03","Haemoproteus","Strigiformes","Tytonidae","Tyto",1,0,"Tyto_alba","yes"
"9504","Tyto alba","TYTAL5_Tyto alba","TYTAL5","Haemoproteus","Strigiformes","Tytonidae","Tyto",1,0,"Tyto_alba","yes"
"9505","Tyto alba","TYTAL4_Tyto alba","TYTAL4","Haemoproteus","Strigiformes","Tytonidae","Tyto",1,0,"Tyto_alba","yes"
"9506","Tyto alba","STOCC03_Tyto alba","STOCC03","Leucocytozoon","Strigiformes","Tytonidae","Tyto",1,0,"Tyto_alba","yes"
"9507","Tyto alba","TYTAL3_Tyto alba","TYTAL3","Haemoproteus","Strigiformes","Tytonidae","Tyto",1,0,"Tyto_alba","yes"
"9508","Tyto alba","ACCBAD01_Tyto alba","ACCBAD01","Plasmodium","Strigiformes","Tytonidae","Tyto",1,0,"Tyto_alba","yes"
"9509","Tyto furcata","TYFUR01_Tyto furcata","TYFUR01","Plasmodium","Strigiformes","Tytonidae","Tyto",1,0,NA,NA
"9510","Upupa epops","WW1_Upupa epops","WW1","Haemoproteus","Upupiformes","Upupidae","Upupa",1,0,"Upupa_epops","yes"
"9511","Upupa epops","UPUPA01_Upupa epops","UPUPA01","Plasmodium","Upupiformes","Upupidae","Upupa",1,0,"Upupa_epops","yes"
"9512","Upupa epops","UPUPA02_Upupa epops","UPUPA02","Plasmodium","Upupiformes","Upupidae","Upupa",1,0,"Upupa_epops","yes"
"9513","Uraeginthus angolensis","RFF1_Uraeginthus angolensis","RFF1","Plasmodium","Passeriformes","Estrildidae","Uraeginthus",1,0,"Uraeginthus_angolensis","yes"
"9514","Uraeginthus angolensis","GRW09_Uraeginthus angolensis","GRW09","Plasmodium","Passeriformes","Estrildidae","Uraeginthus",1,0,"Uraeginthus_angolensis","yes"
"9515","Uraeginthus angolensis","URANG01_Uraeginthus angolensis","URANG01","Haemoproteus","Passeriformes","Estrildidae","Uraeginthus",1,0,"Uraeginthus_angolensis","yes"
"9516","Uraeginthus bengalus","REB11_Uraeginthus bengalus","REB11","Leucocytozoon","Passeriformes","Estrildidae","Uraeginthus",1,0,"Uraeginthus_bengalus","yes"
"9517","Uraeginthus bengalus","RECOB3_Uraeginthus bengalus","RECOB3","Leucocytozoon","Passeriformes","Estrildidae","Uraeginthus",1,0,"Uraeginthus_bengalus","yes"
"9518","Uraeginthus bengalus","LAMPUR03_Uraeginthus bengalus","LAMPUR03","Plasmodium","Passeriformes","Estrildidae","Uraeginthus",1,0,"Uraeginthus_bengalus","yes"
"9519","Uraeginthus bengalus","WW1_Uraeginthus bengalus","WW1","Haemoproteus","Passeriformes","Estrildidae","Uraeginthus",1,0,"Uraeginthus_bengalus","yes"
"9520","Uraeginthus bengalus","RTSR1_Uraeginthus bengalus","RTSR1","Plasmodium","Passeriformes","Estrildidae","Uraeginthus",1,0,"Uraeginthus_bengalus","yes"
"9521","Uraeginthus bengalus","RECOB2_Uraeginthus bengalus","RECOB2","Haemoproteus","Passeriformes","Estrildidae","Uraeginthus",1,0,"Uraeginthus_bengalus","yes"
"9522","Uraeginthus bengalus","URABEN01_Uraeginthus bengalus","URABEN01","Haemoproteus","Passeriformes","Estrildidae","Uraeginthus",1,0,"Uraeginthus_bengalus","yes"
"9523","Uraeginthus bengalus","RECOB4_Uraeginthus bengalus","RECOB4","Plasmodium","Passeriformes","Estrildidae","Uraeginthus",1,0,"Uraeginthus_bengalus","yes"
"9524","Uraeginthus bengalus","RECOB1_Uraeginthus bengalus","RECOB1","Haemoproteus","Passeriformes","Estrildidae","Uraeginthus",2,0,"Uraeginthus_bengalus","yes"
"9525","Uraeginthus bengalus","RFF1_Uraeginthus bengalus","RFF1","Plasmodium","Passeriformes","Estrildidae","Uraeginthus",1,0,"Uraeginthus_bengalus","yes"
"9526","Vanga curvirostris","VANCUR01_Vanga curvirostris","VANCUR01","Haemoproteus","Passeriformes","Vangidae","Vanga",1,0,NA,NA
"9527","Vanga curvirostris","VANCUR02_Vanga curvirostris","VANCUR02","Leucocytozoon","Passeriformes","Vangidae","Vanga",1,0,NA,NA
"9528","Veniliornis affinis","CORPIL01_Veniliornis affinis","CORPIL01","Plasmodium","Piciformes","Picidae","Veniliornis",1,0,"Veniliornis_affinis","yes"
"9529","Veniliornis callonotus","SICFLA01_Veniliornis callonotus","SICFLA01","Haemoproteus","Piciformes","Picidae","Veniliornis",1,0,NA,NA
"9530","Veniliornis callonotus","VENCAL01_Veniliornis callonotus","VENCAL01","Haemoproteus","Piciformes","Picidae","Veniliornis",1,0,NA,NA
"9531","Veniliornis nigriceps","COEVIO03_Veniliornis nigriceps","COEVIO03","Leucocytozoon","Piciformes","Picidae","Veniliornis",1,0,NA,NA
"9532","Veniliornis passerinus","CORPIL01_Veniliornis passerinus","CORPIL01","Plasmodium","Piciformes","Picidae","Veniliornis",1,0,"Veniliornis_passerinus","yes"
"9533","Vermivora celata","CATUST28_Vermivora celata","CATUST28","Leucocytozoon","Passeriformes","Parulidae","Vermivora",1,0,"Vermivora_celata","yes"
"9534","Vermivora celata","BT7_Vermivora celata","BT7","Plasmodium","Passeriformes","Parulidae","Vermivora",1,0,"Vermivora_celata","yes"
"9535","Vermivora celata","ZOLEU02_Vermivora celata","ZOLEU02","Leucocytozoon","Passeriformes","Parulidae","Vermivora",1,0,"Vermivora_celata","yes"
"9536","Vermivora celata","NILSUN01_Vermivora celata","NILSUN01","Plasmodium","Passeriformes","Parulidae","Vermivora",1,0,"Vermivora_celata","yes"
"9537","Vermivora celata","CB1_Vermivora celata","CB1","Leucocytozoon","Passeriformes","Parulidae","Vermivora",4,0,"Vermivora_celata","yes"
"9538","Vermivora celata","TUMIG03_Vermivora celata","TUMIG03","Plasmodium","Passeriformes","Parulidae","Vermivora",1,0,"Vermivora_celata","yes"
"9539","Vermivora celata","CATMIN02_Vermivora celata","CATMIN02","Leucocytozoon","Passeriformes","Parulidae","Vermivora",1,0,"Vermivora_celata","yes"
"9540","Vermivora celata","GEOTRI09_Vermivora celata","GEOTRI09","Plasmodium","Passeriformes","Parulidae","Vermivora",1,0,"Vermivora_celata","yes"
"9541","Vermivora celata","CNEORN01_Vermivora celata","CNEORN01","Leucocytozoon","Passeriformes","Parulidae","Vermivora",4,0,"Vermivora_celata","yes"
"9542","Vermivora pinus","TABI07_Vermivora pinus","TABI07","Plasmodium","Passeriformes","Parulidae","Vermivora",1,0,"Vermivora_pinus","yes"
"9543","Vermivora ruficapilla","SETCOR01_Vermivora ruficapilla","SETCOR01","Haemoproteus","Passeriformes","Parulidae","Vermivora",1,0,NA,NA
"9544","Vermivora ruficapilla","CNEORN01_Vermivora ruficapilla","CNEORN01","Leucocytozoon","Passeriformes","Parulidae","Vermivora",1,0,NA,NA
"9545","Vestiaria coccinea","GRW04_Vestiaria coccinea","GRW04","Plasmodium","Passeriformes","Fringillidae","Vestiaria",1,1,"Vestiaria_coccinea","yes"
"9546","Vireo altiloquus","TUMIG03_Vireo altiloquus","TUMIG03","Plasmodium","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_altiloquus","yes"
"9547","Vireo altiloquus","VIOLI08_Vireo altiloquus","VIOLI08","Haemoproteus","Passeriformes","Vireonidae","Vireo",6,0,"Vireo_altiloquus","yes"
"9548","Vireo altiloquus","CHIPAR01_Vireo altiloquus","CHIPAR01","Haemoproteus","Passeriformes","Vireonidae","Vireo",9,0,"Vireo_altiloquus","yes"
"9549","Vireo altiloquus","TFUS06_Vireo altiloquus","TFUS06","Plasmodium","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_altiloquus","yes"
"9550","Vireo altiloquus","VIALT01_Vireo altiloquus","VIALT01","Haemoproteus","Passeriformes","Vireonidae","Vireo",12,0,"Vireo_altiloquus","yes"
"9551","Vireo altiloquus","FRAG13_Vireo altiloquus","FRAG13","Haemoproteus","Passeriformes","Vireonidae","Vireo",40,0,"Vireo_altiloquus","yes"
"9552","Vireo altiloquus","LOXPOR01_Vireo altiloquus","LOXPOR01","Haemoproteus","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_altiloquus","yes"
"9553","Vireo altiloquus","VIGIL07_Vireo altiloquus","VIGIL07","Haemoproteus","Passeriformes","Vireonidae","Vireo",3,0,"Vireo_altiloquus","yes"
"9554","Vireo altiloquus","FRAG27_Vireo altiloquus","FRAG27","Haemoproteus","Passeriformes","Vireonidae","Vireo",5,0,"Vireo_altiloquus","yes"
"9555","Vireo altiloquus","FRAG26_Vireo altiloquus","FRAG26","Haemoproteus","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_altiloquus","yes"
"9556","Vireo altiloquus","RHYSIM01_Vireo altiloquus","RHYSIM01","Plasmodium","Passeriformes","Vireonidae","Vireo",6,0,"Vireo_altiloquus","yes"
"9557","Vireo altiloquus","ARRTAC01_Vireo altiloquus","ARRTAC01","Plasmodium","Passeriformes","Vireonidae","Vireo",7,0,"Vireo_altiloquus","yes"
"9558","Vireo altiloquus","FRAG14_Vireo altiloquus","FRAG14","Haemoproteus","Passeriformes","Vireonidae","Vireo",32,0,"Vireo_altiloquus","yes"
"9559","Vireo altiloquus","FRAG25_Vireo altiloquus","FRAG25","Haemoproteus","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_altiloquus","yes"
"9560","Vireo altiloquus","VIOLI03_Vireo altiloquus","VIOLI03","Plasmodium","Passeriformes","Vireonidae","Vireo",18,0,"Vireo_altiloquus","yes"
"9561","Vireo altiloquus","CYCGUJ01_Vireo altiloquus","CYCGUJ01","Plasmodium","Passeriformes","Vireonidae","Vireo",3,0,"Vireo_altiloquus","yes"
"9562","Vireo altiloquus","FRAG19_Vireo altiloquus","FRAG19","Plasmodium","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_altiloquus","yes"
"9563","Vireo altiloquus","VIOLI06_Vireo altiloquus","VIOLI06","Haemoproteus","Passeriformes","Vireonidae","Vireo",34,0,"Vireo_altiloquus","yes"
"9564","Vireo altiloquus","FRAG28_Vireo altiloquus","FRAG28","Haemoproteus","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_altiloquus","yes"
"9565","Vireo altiloquus","VIOLI05_Vireo altiloquus","VIOLI05","Haemoproteus","Passeriformes","Vireonidae","Vireo",22,0,"Vireo_altiloquus","yes"
"9566","Vireo altiloquus","DENPET03_Vireo altiloquus","DENPET03","Plasmodium","Passeriformes","Vireonidae","Vireo",5,0,"Vireo_altiloquus","yes"
"9567","Vireo altiloquus","VIGIL09_Vireo altiloquus","VIGIL09","Haemoproteus","Passeriformes","Vireonidae","Vireo",11,0,"Vireo_altiloquus","yes"
"9568","Vireo altiloquus","FRAG18_Vireo altiloquus","FRAG18","Plasmodium","Passeriformes","Vireonidae","Vireo",10,0,"Vireo_altiloquus","yes"
"9569","Vireo altiloquus","VIOLI04_Vireo altiloquus","VIOLI04","Haemoproteus","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_altiloquus","yes"
"9570","Vireo flavifrons","SETCOR03_Vireo flavifrons","SETCOR03","Plasmodium","Passeriformes","Vireonidae","Vireo",1,0,NA,NA
"9571","Vireo gilvus","VIGIL01_Vireo gilvus","VIGIL01","Haemoproteus","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_gilvus","yes"
"9572","Vireo gilvus","VIGIL05_Vireo gilvus","VIGIL05","Haemoproteus","Passeriformes","Vireonidae","Vireo",3,0,"Vireo_gilvus","yes"
"9573","Vireo gilvus","VIGIL10_Vireo gilvus","VIGIL10","Haemoproteus","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_gilvus","yes"
"9574","Vireo gilvus","PIRFLA01_Vireo gilvus","PIRFLA01","Haemoproteus","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_gilvus","yes"
"9575","Vireo gilvus","VIOLI06_Vireo gilvus","VIOLI06","Haemoproteus","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_gilvus","yes"
"9576","Vireo gilvus","VIGIL02_Vireo gilvus","VIGIL02","Leucocytozoon","Passeriformes","Vireonidae","Vireo",2,0,"Vireo_gilvus","yes"
"9577","Vireo gilvus","SETCOR06_Vireo gilvus","SETCOR06","Leucocytozoon","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_gilvus","yes"
"9578","Vireo gilvus","VIGIL04_Vireo gilvus","VIGIL04","Haemoproteus","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_gilvus","yes"
"9579","Vireo gilvus","VIGIL07_Vireo gilvus","VIGIL07","Haemoproteus","Passeriformes","Vireonidae","Vireo",4,0,"Vireo_gilvus","yes"
"9580","Vireo gilvus","VIGIL03_Vireo gilvus","VIGIL03","Haemoproteus","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_gilvus","yes"
"9581","Vireo gilvus","VIGIL09_Vireo gilvus","VIGIL09","Haemoproteus","Passeriformes","Vireonidae","Vireo",3,0,"Vireo_gilvus","yes"
"9582","Vireo gilvus","VIGIL06_Vireo gilvus","VIGIL06","Haemoproteus","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_gilvus","yes"
"9583","Vireo gilvus","CATUST16_Vireo gilvus","CATUST16","Haemoproteus","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_gilvus","yes"
"9584","Vireo gilvus","VIGIL08_Vireo gilvus","VIGIL08","Haemoproteus","Passeriformes","Vireonidae","Vireo",2,0,"Vireo_gilvus","yes"
"9585","Vireo griseus","DENPET03_Vireo griseus","DENPET03","Plasmodium","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_griseus","yes"
"9586","Vireo griseus","VIGRI02_Vireo griseus","VIGRI02","Haemoproteus","Passeriformes","Vireonidae","Vireo",2,0,"Vireo_griseus","yes"
"9587","Vireo griseus","VIGIL09_Vireo griseus","VIGIL09","Haemoproteus","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_griseus","yes"
"9588","Vireo griseus","PADOM11_Vireo griseus","PADOM11","Plasmodium","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_griseus","yes"
"9589","Vireo griseus","VIGRI01_Vireo griseus","VIGRI01","Haemoproteus","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_griseus","yes"
"9590","Vireo griseus","VIOLI03_Vireo griseus","VIOLI03","Plasmodium","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_griseus","yes"
"9591","Vireo huttoni","PTICIN01_Vireo huttoni","PTICIN01","Haemoproteus","Passeriformes","Vireonidae","Vireo",1,0,NA,NA
"9592","Vireo huttoni","ALEDIA01_Vireo huttoni","ALEDIA01","Plasmodium","Passeriformes","Vireonidae","Vireo",1,0,NA,NA
"9593","Vireo huttoni","SETAUD30_Vireo huttoni","SETAUD30","Leucocytozoon","Passeriformes","Vireonidae","Vireo",1,0,NA,NA
"9594","Vireo huttoni","VIRHUT02_Vireo huttoni","VIRHUT02","Plasmodium","Passeriformes","Vireonidae","Vireo",1,0,NA,NA
"9595","Vireo huttoni","VIRHUT03_Vireo huttoni","VIRHUT03","Haemoproteus","Passeriformes","Vireonidae","Vireo",1,0,NA,NA
"9596","Vireo huttoni","VIRHUT01_Vireo huttoni","VIRHUT01","Haemoproteus","Passeriformes","Vireonidae","Vireo",1,0,NA,NA
"9597","Vireo leucophrys","VILEU01_Vireo leucophrys","VILEU01","Haemoproteus","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_leucophrys","yes"
"9598","Vireo leucophrys","MYIFLA02_Vireo leucophrys","MYIFLA02","Leucocytozoon","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_leucophrys","yes"
"9599","Vireo olivaceus","VIOLI05_Vireo olivaceus","VIOLI05","Haemoproteus","Passeriformes","Vireonidae","Vireo",5,0,"Vireo_olivaceus","yes"
"9600","Vireo olivaceus","VIOLI02_Vireo olivaceus","VIOLI02","Haemoproteus","Passeriformes","Vireonidae","Vireo",2,0,"Vireo_olivaceus","yes"
"9601","Vireo olivaceus","GEOTRI01_Vireo olivaceus","GEOTRI01","Plasmodium","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_olivaceus","yes"
"9602","Vireo olivaceus","VIOLI16_Vireo olivaceus","VIOLI16","Haemoproteus","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_olivaceus","yes"
"9603","Vireo olivaceus","TUNOCH01_Vireo olivaceus","TUNOCH01","Plasmodium","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_olivaceus","yes"
"9604","Vireo olivaceus","VIOLI07_Vireo olivaceus","VIOLI07","Plasmodium","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_olivaceus","yes"
"9605","Vireo olivaceus","FALPER01_Vireo olivaceus","FALPER01","Haemoproteus","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_olivaceus","yes"
"9606","Vireo olivaceus","TRMEL02_Vireo olivaceus","TRMEL02","Plasmodium","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_olivaceus","yes"
"9607","Vireo olivaceus","VIOLI11_Vireo olivaceus","VIOLI11","Haemoproteus","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_olivaceus","yes"
"9608","Vireo olivaceus","VIOLI06_Vireo olivaceus","VIOLI06","Haemoproteus","Passeriformes","Vireonidae","Vireo",6,0,"Vireo_olivaceus","yes"
"9609","Vireo olivaceus","VIOLI09_Vireo olivaceus","VIOLI09","Haemoproteus","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_olivaceus","yes"
"9610","Vireo olivaceus","ARRTAC01_Vireo olivaceus","ARRTAC01","Plasmodium","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_olivaceus","yes"
"9611","Vireo olivaceus","VIOLI04_Vireo olivaceus","VIOLI04","Haemoproteus","Passeriformes","Vireonidae","Vireo",2,0,"Vireo_olivaceus","yes"
"9612","Vireo olivaceus","VIGIL09_Vireo olivaceus","VIGIL09","Haemoproteus","Passeriformes","Vireonidae","Vireo",2,0,"Vireo_olivaceus","yes"
"9613","Vireo olivaceus","VIOLI12_Vireo olivaceus","VIOLI12","Haemoproteus","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_olivaceus","yes"
"9614","Vireo olivaceus","VIOLI18_Vireo olivaceus","VIOLI18","Haemoproteus","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_olivaceus","yes"
"9615","Vireo olivaceus","VIOLI03_Vireo olivaceus","VIOLI03","Plasmodium","Passeriformes","Vireonidae","Vireo",7,0,"Vireo_olivaceus","yes"
"9616","Vireo olivaceus","VIOLI01_Vireo olivaceus","VIOLI01","Haemoproteus","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_olivaceus","yes"
"9617","Vireo olivaceus","VIOLI08_Vireo olivaceus","VIOLI08","Haemoproteus","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_olivaceus","yes"
"9618","Vireo olivaceus","WW3_Vireo olivaceus","WW3","Plasmodium","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_olivaceus","yes"
"9619","Vireo olivaceus","TROAED13_Vireo olivaceus","TROAED13","Haemoproteus","Passeriformes","Vireonidae","Vireo",2,0,"Vireo_olivaceus","yes"
"9620","Vireo olivaceus","VIROLI04_Vireo olivaceus","VIROLI04","Haemoproteus","Passeriformes","Vireonidae","Vireo",1,0,"Vireo_olivaceus","yes"
